id,value,location,sampledate,measure
502989,1.9,Boonsri,22-Oct-04,Macrozoobenthos
502990,7,Boonsri,22-Oct-04,Total coliforms
502991,0.14,Boonsri,22-Oct-04,Fecal coliforms
502992,0.0045,Boonsri,22-Oct-04,Fecal streptococci 
504062,201.3,Boonsri,22-Oct-04,Bicarbonates
504068,0.055,Boonsri,22-Oct-04,Total phosphorus
504074,21.57,Boonsri,22-Oct-04,Chlorides
504075,32.2,Boonsri,22-Oct-04,Sulphates
504076,0.375,Boonsri,22-Oct-04,Iron
504077,0.061,Boonsri,22-Oct-04,Manganese
504078,0,Boonsri,22-Oct-04,Zinc
504079,7.696,Boonsri,22-Oct-04,Copper
504080,1.449,Boonsri,22-Oct-04,Chromium
504081,1.675,Boonsri,22-Oct-04,Lead
504082,1.123,Boonsri,22-Oct-04,Cadmium
504083,12.07,Boonsri,22-Oct-04,Nickel
504084,2.2,Boonsri,22-Oct-04,Biochemical Oxygen
504085,8.04,Boonsri,22-Oct-04,Chemical Oxygen Demand (Cr)
504086,7.79,Boonsri,22-Oct-04,Chemical Oxygen Demand (Mn)
504089,1.8,Boonsri,22-Oct-04,Macrozoobenthos
504090,9.5,Boonsri,22-Oct-04,Total coliforms
504091,0.14,Boonsri,22-Oct-04,Fecal coliforms
504092,0.002,Boonsri,22-Oct-04,Fecal streptococci 
510770,225.7,Kohsoom,24-Oct-04,Bicarbonates
510777,0.36,Kohsoom,24-Oct-04,Total phosphorus
510783,46,Kohsoom,24-Oct-04,Chlorides
510784,99.3,Kohsoom,24-Oct-04,Sulphates
510785,0.327,Kohsoom,24-Oct-04,Iron
510787,0.188,Kohsoom,24-Oct-04,Manganese
510788,0.011,Kohsoom,24-Oct-04,Manganese
510789,0,Kohsoom,24-Oct-04,Zinc
510791,4.087,Kohsoom,24-Oct-04,Copper
510793,2.544,Kohsoom,24-Oct-04,Chromium
510795,4.435,Kohsoom,24-Oct-04,Lead
510797,0.273,Kohsoom,24-Oct-04,Cadmium
510798,2.696,Kohsoom,24-Oct-04,Nickel
510800,3.8,Kohsoom,24-Oct-04,Biochemical Oxygen
510801,14.9,Kohsoom,24-Oct-04,Chemical Oxygen Demand (Cr)
510802,6.9,Kohsoom,24-Oct-04,Chemical Oxygen Demand (Mn)
510806,2,Kohsoom,24-Oct-04,Macrozoobenthos
510807,16,Kohsoom,24-Oct-04,Total coliforms
510808,5.4,Kohsoom,24-Oct-04,Fecal coliforms
510809,0.2,Kohsoom,24-Oct-04,Fecal streptococci 
511787,0.184,Chai,30-Oct-04,Iron
511788,0.058,Chai,30-Oct-04,Manganese
511789,36,Chai,30-Oct-04,Zinc
511790,6.428,Chai,30-Oct-04,Copper
511791,2.494,Chai,30-Oct-04,Chromium
511792,4.298,Chai,30-Oct-04,Lead
511793,0.326,Chai,30-Oct-04,Cadmium
512905,0.532,Chai,30-Oct-04,Iron
512907,0.106,Chai,30-Oct-04,Manganese
512908,40,Chai,30-Oct-04,Manganese
512909,81,Chai,30-Oct-04,Zinc
512911,5.986,Chai,30-Oct-04,Copper
512913,0.685,Chai,30-Oct-04,Chromium
512915,3.274,Chai,30-Oct-04,Lead
512917,0.304,Chai,30-Oct-04,Cadmium
513927,0.08,Chai,30-Oct-04,Iron
513928,0.075,Chai,30-Oct-04,Manganese
513929,42,Chai,30-Oct-04,Zinc
513930,7.129,Chai,30-Oct-04,Copper
513931,0.99,Chai,30-Oct-04,Chromium
513932,4.042,Chai,30-Oct-04,Lead
513933,0.402,Chai,30-Oct-04,Cadmium
501763,195.2,Boonsri,5-Nov-04,Bicarbonates
501770,0.1,Boonsri,5-Nov-04,Total phosphorus
501776,18.62,Boonsri,5-Nov-04,Chlorides
501777,21.1,Boonsri,5-Nov-04,Sulphates
501778,0.358,Boonsri,5-Nov-04,Iron
501780,0.016,Boonsri,5-Nov-04,Manganese
501781,0,Boonsri,5-Nov-04,Manganese
501782,0,Boonsri,5-Nov-04,Zinc
501784,6.209,Boonsri,5-Nov-04,Copper
501786,2.422,Boonsri,5-Nov-04,Chromium
501788,5.462,Boonsri,5-Nov-04,Lead
501790,7.313,Boonsri,5-Nov-04,Cadmium
501792,2.569,Boonsri,5-Nov-04,Nickel
501794,3.91,Boonsri,5-Nov-04,Biochemical Oxygen
501795,9.54,Boonsri,5-Nov-04,Chemical Oxygen Demand (Cr)
501796,5.59,Boonsri,5-Nov-04,Chemical Oxygen Demand (Mn)
501800,2,Boonsri,5-Nov-04,Macrozoobenthos
501801,9.2,Boonsri,5-Nov-04,Total coliforms
502997,192.15,Boonsri,5-Nov-04,Bicarbonates
503004,0.085,Boonsri,5-Nov-04,Total phosphorus
503010,17.64,Boonsri,5-Nov-04,Chlorides
503011,25.9,Boonsri,5-Nov-04,Sulphates
503012,0.523,Boonsri,5-Nov-04,Iron
503013,0.022,Boonsri,5-Nov-04,Manganese
503014,0,Boonsri,5-Nov-04,Zinc
503015,6.424,Boonsri,5-Nov-04,Copper
503016,1.834,Boonsri,5-Nov-04,Chromium
503017,4.095,Boonsri,5-Nov-04,Lead
503018,2.802,Boonsri,5-Nov-04,Cadmium
503019,2.241,Boonsri,5-Nov-04,Nickel
503020,3.51,Boonsri,5-Nov-04,Biochemical Oxygen
503021,8.33,Boonsri,5-Nov-04,Chemical Oxygen Demand (Cr)
503022,4.79,Boonsri,5-Nov-04,Chemical Oxygen Demand (Mn)
503026,2,Boonsri,5-Nov-04,Macrozoobenthos
503027,5.4,Boonsri,5-Nov-04,Total coliforms
504097,189.1,Boonsri,5-Nov-04,Bicarbonates
504104,0.09,Boonsri,5-Nov-04,Total phosphorus
504110,17.15,Boonsri,5-Nov-04,Chlorides
504111,26.7,Boonsri,5-Nov-04,Sulphates
504112,0.279,Boonsri,5-Nov-04,Iron
504113,0.0045,Boonsri,5-Nov-04,Manganese
504114,0,Boonsri,5-Nov-04,Zinc
504115,8.43,Boonsri,5-Nov-04,Copper
504116,0.228,Boonsri,5-Nov-04,Chromium
504117,2.747,Boonsri,5-Nov-04,Lead
504118,0.794,Boonsri,5-Nov-04,Cadmium
504119,2.265,Boonsri,5-Nov-04,Nickel
504120,3.67,Boonsri,5-Nov-04,Biochemical Oxygen
504121,10.71,Boonsri,5-Nov-04,Chemical Oxygen Demand (Cr)
504122,5.99,Boonsri,5-Nov-04,Chemical Oxygen Demand (Mn)
504126,1.96,Boonsri,5-Nov-04,Macrozoobenthos
504127,9.2,Boonsri,5-Nov-04,Total coliforms
514733,0.145,Somchair,6-Nov-04,Iron
514734,0.069,Somchair,6-Nov-04,Manganese
514735,0,Somchair,6-Nov-04,Zinc
514736,11.09,Somchair,6-Nov-04,Copper
514737,1.584,Somchair,6-Nov-04,Chromium
514738,4.048,Somchair,6-Nov-04,Lead
514739,0.605,Somchair,6-Nov-04,Cadmium
514740,5.064,Somchair,6-Nov-04,Nickel
514741,1.64,Somchair,6-Nov-04,Petroleum hydrocarbons
515509,0.261,Busarakhan,6-Nov-04,Iron
515510,0.062,Busarakhan,6-Nov-04,Manganese
515511,0,Busarakhan,6-Nov-04,Zinc
515512,9.847,Busarakhan,6-Nov-04,Copper
515513,8.851,Busarakhan,6-Nov-04,Chromium
515514,2.817,Busarakhan,6-Nov-04,Lead
515515,0.35,Busarakhan,6-Nov-04,Cadmium
515516,6.106,Busarakhan,6-Nov-04,Nickel
515517,0.58,Busarakhan,6-Nov-04,Petroleum hydrocarbons
518888,0.16,Kannika,12-Nov-04,Iron
518889,0.032,Kannika,12-Nov-04,Manganese
518890,0,Kannika,12-Nov-04,Zinc
518891,8.497,Kannika,12-Nov-04,Copper
518892,2.331,Kannika,12-Nov-04,Chromium
518893,0.712,Kannika,12-Nov-04,Lead
518894,0.297,Kannika,12-Nov-04,Cadmium
518895,3.177,Kannika,12-Nov-04,Nickel
518896,0,Kannika,12-Nov-04,Petroleum hydrocarbons
519603,0.179,Kannika,12-Nov-04,Iron
519605,0.051,Kannika,12-Nov-04,Manganese
519606,0,Kannika,12-Nov-04,Manganese
519607,0,Kannika,12-Nov-04,Zinc
519609,8.346,Kannika,12-Nov-04,Copper
519611,2.029,Kannika,12-Nov-04,Chromium
519613,1.764,Kannika,12-Nov-04,Lead
519615,0.642,Kannika,12-Nov-04,Cadmium
519617,4.848,Kannika,12-Nov-04,Nickel
520278,0.186,Kannika,12-Nov-04,Iron
520279,0.033,Kannika,12-Nov-04,Manganese
520280,0,Kannika,12-Nov-04,Zinc
520281,7.183,Kannika,12-Nov-04,Copper
520282,2.598,Kannika,12-Nov-04,Chromium
520283,1.383,Kannika,12-Nov-04,Lead
520284,0.258,Kannika,12-Nov-04,Cadmium
520285,3.168,Kannika,12-Nov-04,Nickel
520990,0.157,Sakda,12-Nov-04,Iron
520991,0.03,Sakda,12-Nov-04,Manganese
520992,0,Sakda,12-Nov-04,Zinc
520993,6.853,Sakda,12-Nov-04,Copper
520994,1.075,Sakda,12-Nov-04,Chromium
520995,0.891,Sakda,12-Nov-04,Lead
520996,0.274,Sakda,12-Nov-04,Cadmium
520997,2.682,Sakda,12-Nov-04,Nickel
520998,7.35,Sakda,12-Nov-04,Petroleum hydrocarbons
521766,0.155,Sakda,12-Nov-04,Iron
521768,0.052,Sakda,12-Nov-04,Manganese
521769,0,Sakda,12-Nov-04,Manganese
521770,0,Sakda,12-Nov-04,Zinc
521772,8.72,Sakda,12-Nov-04,Copper
521774,1.799,Sakda,12-Nov-04,Chromium
521776,1.312,Sakda,12-Nov-04,Lead
521778,0.326,Sakda,12-Nov-04,Cadmium
521780,4.039,Sakda,12-Nov-04,Nickel
522488,0.335,Sakda,12-Nov-04,Iron
522489,0.045,Sakda,12-Nov-04,Manganese
522490,0,Sakda,12-Nov-04,Zinc
522491,3.259,Sakda,12-Nov-04,Copper
522492,1.707,Sakda,12-Nov-04,Chromium
522493,1.557,Sakda,12-Nov-04,Lead
522494,0.233,Sakda,12-Nov-04,Cadmium
522495,3.099,Sakda,12-Nov-04,Nickel
511799,198.8,Chai,21-Nov-04,Bicarbonates
511806,0.088,Chai,21-Nov-04,Total phosphorus
511810,27.5,Chai,21-Nov-04,Chlorides
511811,18.8,Chai,21-Nov-04,Sulphates
511812,0.232,Chai,21-Nov-04,Iron
511813,0.028,Chai,21-Nov-04,Manganese
511814,0,Chai,21-Nov-04,Zinc
511815,9.068,Chai,21-Nov-04,Copper
511816,2.104,Chai,21-Nov-04,Chromium
511817,1.428,Chai,21-Nov-04,Lead
511818,0.191,Chai,21-Nov-04,Cadmium
511819,5.173,Chai,21-Nov-04,Nickel
511820,3.15,Chai,21-Nov-04,Biochemical Oxygen
511821,35.8,Chai,21-Nov-04,Chemical Oxygen Demand (Cr)
511822,4.2,Chai,21-Nov-04,Chemical Oxygen Demand (Mn)
511824,0,Chai,21-Nov-04,Petroleum hydrocarbons
511827,2.03,Chai,21-Nov-04,Macrozoobenthos
511829,3.5,Chai,21-Nov-04,Total coliforms
511830,0.27,Chai,21-Nov-04,Fecal coliforms
511831,0.017,Chai,21-Nov-04,Fecal streptococci 
512923,187.2,Chai,21-Nov-04,Bicarbonates
512930,0.09,Chai,21-Nov-04,Total phosphorus
512934,34.4,Chai,21-Nov-04,Chlorides
512935,14.6,Chai,21-Nov-04,Sulphates
512936,0.121,Chai,21-Nov-04,Iron
512938,0.053,Chai,21-Nov-04,Manganese
512939,0,Chai,21-Nov-04,Manganese
512940,0,Chai,21-Nov-04,Zinc
512942,15.37,Chai,21-Nov-04,Copper
512944,2.795,Chai,21-Nov-04,Chromium
512946,3.347,Chai,21-Nov-04,Lead
512948,0.274,Chai,21-Nov-04,Cadmium
512950,8.27,Chai,21-Nov-04,Nickel
512951,3,Chai,21-Nov-04,Biochemical Oxygen
512952,34,Chai,21-Nov-04,Chemical Oxygen Demand (Cr)
512953,4.1,Chai,21-Nov-04,Chemical Oxygen Demand (Mn)
512957,2.1,Chai,21-Nov-04,Macrozoobenthos
512959,5.4,Chai,21-Nov-04,Total coliforms
512960,0.14,Chai,21-Nov-04,Fecal coliforms
512961,0.0068,Chai,21-Nov-04,Fecal streptococci 
513939,198.8,Chai,21-Nov-04,Bicarbonates
513946,0.106,Chai,21-Nov-04,Total phosphorus
513950,20.6,Chai,21-Nov-04,Chlorides
513951,14.3,Chai,21-Nov-04,Sulphates
513952,0.159,Chai,21-Nov-04,Iron
513953,0.036,Chai,21-Nov-04,Manganese
513954,0,Chai,21-Nov-04,Zinc
513955,8.608,Chai,21-Nov-04,Copper
513956,1.447,Chai,21-Nov-04,Chromium
513957,3.4,Chai,21-Nov-04,Lead
513958,0.264,Chai,21-Nov-04,Cadmium
513959,3.81,Chai,21-Nov-04,Nickel
513960,1.47,Chai,21-Nov-04,Biochemical Oxygen
513961,35.6,Chai,21-Nov-04,Chemical Oxygen Demand (Cr)
513962,3.18,Chai,21-Nov-04,Chemical Oxygen Demand (Mn)
513966,2,Chai,21-Nov-04,Macrozoobenthos
513968,5.4,Chai,21-Nov-04,Total coliforms
513969,0.34,Chai,21-Nov-04,Fecal coliforms
513970,0.011,Chai,21-Nov-04,Fecal streptococci 
501806,195.2,Boonsri,26-Nov-04,Bicarbonates
501813,0.15,Boonsri,26-Nov-04,Total phosphorus
501819,17.54,Boonsri,26-Nov-04,Chlorides
501820,26.2,Boonsri,26-Nov-04,Sulphates
501821,0.442,Boonsri,26-Nov-04,Iron
501822,0.115,Boonsri,26-Nov-04,Manganese
501823,0,Boonsri,26-Nov-04,Zinc
501824,17.9,Boonsri,26-Nov-04,Copper
501825,3.561,Boonsri,26-Nov-04,Chromium
501826,6.257,Boonsri,26-Nov-04,Lead
501827,2.706,Boonsri,26-Nov-04,Cadmium
501828,6.46,Boonsri,26-Nov-04,Nickel
501829,3.88,Boonsri,26-Nov-04,Biochemical Oxygen
501830,9.64,Boonsri,26-Nov-04,Chemical Oxygen Demand (Cr)
501831,6.21,Boonsri,26-Nov-04,Chemical Oxygen Demand (Mn)
501835,1.7,Boonsri,26-Nov-04,Macrozoobenthos
501836,0.061,Boonsri,26-Nov-04,Fecal coliforms
501837,0,Boonsri,26-Nov-04,Fecal streptococci 
503032,189.1,Boonsri,26-Nov-04,Bicarbonates
503039,0.075,Boonsri,26-Nov-04,Total phosphorus
503045,17.34,Boonsri,26-Nov-04,Chlorides
503046,35.14,Boonsri,26-Nov-04,Sulphates
503047,0.215,Boonsri,26-Nov-04,Iron
503049,0.0131,Boonsri,26-Nov-04,Manganese
503050,0,Boonsri,26-Nov-04,Manganese
503051,0,Boonsri,26-Nov-04,Zinc
503053,19.52,Boonsri,26-Nov-04,Copper
503055,0.663,Boonsri,26-Nov-04,Chromium
503057,0.122,Boonsri,26-Nov-04,Lead
503059,0.612,Boonsri,26-Nov-04,Cadmium
503061,1.236,Boonsri,26-Nov-04,Nickel
503063,3.65,Boonsri,26-Nov-04,Biochemical Oxygen
503064,7.85,Boonsri,26-Nov-04,Chemical Oxygen Demand (Cr)
503065,5,Boonsri,26-Nov-04,Chemical Oxygen Demand (Mn)
503069,1.9,Boonsri,26-Nov-04,Macrozoobenthos
503070,0.092,Boonsri,26-Nov-04,Fecal coliforms
503071,0.02,Boonsri,26-Nov-04,Fecal streptococci 
504132,195.2,Boonsri,26-Nov-04,Bicarbonates
504139,0.12,Boonsri,26-Nov-04,Total phosphorus
504145,17.64,Boonsri,26-Nov-04,Chlorides
504146,37.8,Boonsri,26-Nov-04,Sulphates
504147,0.616,Boonsri,26-Nov-04,Iron
504148,0.105,Boonsri,26-Nov-04,Manganese
504149,0,Boonsri,26-Nov-04,Zinc
504150,60.71,Boonsri,26-Nov-04,Copper
504151,3.028,Boonsri,26-Nov-04,Chromium
504152,8.551,Boonsri,26-Nov-04,Lead
504153,2.114,Boonsri,26-Nov-04,Cadmium
504154,7.608,Boonsri,26-Nov-04,Nickel
504155,3.49,Boonsri,26-Nov-04,Biochemical Oxygen
504156,8.74,Boonsri,26-Nov-04,Chemical Oxygen Demand (Cr)
504157,5.81,Boonsri,26-Nov-04,Chemical Oxygen Demand (Mn)
504161,2,Boonsri,26-Nov-04,Macrozoobenthos
504162,0.04,Boonsri,26-Nov-04,Fecal coliforms
504163,0.02,Boonsri,26-Nov-04,Fecal streptococci 
511833,0.151,Chai,26-Nov-04,Iron
511834,0.033,Chai,26-Nov-04,Manganese
511835,0,Chai,26-Nov-04,Zinc
511836,6.499,Chai,26-Nov-04,Copper
511837,1.231,Chai,26-Nov-04,Chromium
511838,1.22,Chai,26-Nov-04,Lead
511839,0.164,Chai,26-Nov-04,Cadmium
511840,3.204,Chai,26-Nov-04,Nickel
512963,0.133,Chai,26-Nov-04,Iron
512965,0.041,Chai,26-Nov-04,Manganese
512966,0,Chai,26-Nov-04,Manganese
512967,0,Chai,26-Nov-04,Zinc
512969,10.78,Chai,26-Nov-04,Copper
512971,5.511,Chai,26-Nov-04,Chromium
512973,3.699,Chai,26-Nov-04,Lead
512975,0.339,Chai,26-Nov-04,Cadmium
512977,5.565,Chai,26-Nov-04,Nickel
513972,0.116,Chai,26-Nov-04,Iron
513973,0.027,Chai,26-Nov-04,Manganese
513974,0,Chai,26-Nov-04,Zinc
513975,8.351,Chai,26-Nov-04,Copper
513976,1.36,Chai,26-Nov-04,Chromium
513977,9.543,Chai,26-Nov-04,Lead
513978,0.444,Chai,26-Nov-04,Cadmium
513979,2.75,Chai,26-Nov-04,Nickel
510814,231.8,Kohsoom,28-Nov-04,Bicarbonates
510821,0.38,Kohsoom,28-Nov-04,Total phosphorus
510827,53.3,Kohsoom,28-Nov-04,Chlorides
510828,112,Kohsoom,28-Nov-04,Sulphates
510829,0.15,Kohsoom,28-Nov-04,Iron
510831,0.056,Kohsoom,28-Nov-04,Manganese
510832,0.021,Kohsoom,28-Nov-04,Manganese
510833,0,Kohsoom,28-Nov-04,Zinc
510835,10.88,Kohsoom,28-Nov-04,Copper
510837,2.232,Kohsoom,28-Nov-04,Chromium
510839,1.073,Kohsoom,28-Nov-04,Lead
510841,0.655,Kohsoom,28-Nov-04,Cadmium
510843,11.32,Kohsoom,28-Nov-04,Nickel
510844,4.2,Kohsoom,28-Nov-04,Biochemical Oxygen
510845,15.4,Kohsoom,28-Nov-04,Chemical Oxygen Demand (Cr)
510846,7.6,Kohsoom,28-Nov-04,Chemical Oxygen Demand (Mn)
510851,2,Kohsoom,28-Nov-04,Macrozoobenthos
510852,16,Kohsoom,28-Nov-04,Total coliforms
510853,0.14,Kohsoom,28-Nov-04,Fecal coliforms
510854,0.092,Kohsoom,28-Nov-04,Fecal streptococci 
501842,183,Boonsri,3-Dec-04,Bicarbonates
501849,0.13,Boonsri,3-Dec-04,Total phosphorus
501854,15.7,Boonsri,3-Dec-04,Chlorides
501855,29.2,Boonsri,3-Dec-04,Sulphates
501856,2.355,Boonsri,3-Dec-04,Iron
501857,0.175,Boonsri,3-Dec-04,Manganese
501858,0,Boonsri,3-Dec-04,Zinc
501859,7.819,Boonsri,3-Dec-04,Copper
501860,2.571,Boonsri,3-Dec-04,Chromium
501861,3.245,Boonsri,3-Dec-04,Lead
501862,1.15,Boonsri,3-Dec-04,Cadmium
501863,4.175,Boonsri,3-Dec-04,Nickel
501864,2.16,Boonsri,3-Dec-04,Biochemical Oxygen
501865,8.12,Boonsri,3-Dec-04,Chemical Oxygen Demand (Cr)
501866,5,Boonsri,3-Dec-04,Chemical Oxygen Demand (Mn)
503076,189,Boonsri,3-Dec-04,Bicarbonates
503083,0.15,Boonsri,3-Dec-04,Total phosphorus
503088,15.5,Boonsri,3-Dec-04,Chlorides
503089,18.1,Boonsri,3-Dec-04,Sulphates
503090,2.915,Boonsri,3-Dec-04,Iron
503092,0.228,Boonsri,3-Dec-04,Manganese
503093,0.017,Boonsri,3-Dec-04,Manganese
503094,0,Boonsri,3-Dec-04,Zinc
503096,10.07,Boonsri,3-Dec-04,Copper
503099,3.341,Boonsri,3-Dec-04,Lead
503101,0.659,Boonsri,3-Dec-04,Cadmium
503103,4.221,Boonsri,3-Dec-04,Nickel
503105,2.37,Boonsri,3-Dec-04,Biochemical Oxygen
503106,7.51,Boonsri,3-Dec-04,Chemical Oxygen Demand (Cr)
503107,4.2,Boonsri,3-Dec-04,Chemical Oxygen Demand (Mn)
503110,2,Boonsri,3-Dec-04,Macrozoobenthos
503111,3.5,Boonsri,3-Dec-04,Total coliforms
504168,189,Boonsri,3-Dec-04,Bicarbonates
504175,0.13,Boonsri,3-Dec-04,Total phosphorus
504180,15.5,Boonsri,3-Dec-04,Chlorides
504181,31.4,Boonsri,3-Dec-04,Sulphates
504182,1.976,Boonsri,3-Dec-04,Iron
504183,0.081,Boonsri,3-Dec-04,Manganese
504184,0,Boonsri,3-Dec-04,Zinc
504185,5.577,Boonsri,3-Dec-04,Copper
504186,2.166,Boonsri,3-Dec-04,Lead
504187,0.89,Boonsri,3-Dec-04,Cadmium
504188,2.536,Boonsri,3-Dec-04,Nickel
504189,2.45,Boonsri,3-Dec-04,Biochemical Oxygen
504190,8.72,Boonsri,3-Dec-04,Chemical Oxygen Demand (Cr)
504191,5.4,Boonsri,3-Dec-04,Chemical Oxygen Demand (Mn)
514747,231.8,Somchair,3-Dec-04,Bicarbonates
514754,0.095,Somchair,3-Dec-04,Total phosphorus
514758,20.6,Somchair,3-Dec-04,Chlorides
514759,31,Somchair,3-Dec-04,Sulphates
514760,0.532,Somchair,3-Dec-04,Iron
514761,0.108,Somchair,3-Dec-04,Manganese
514762,0,Somchair,3-Dec-04,Zinc
514763,4.528,Somchair,3-Dec-04,Copper
514764,0.687,Somchair,3-Dec-04,Chromium
514765,3.837,Somchair,3-Dec-04,Lead
514766,0.05,Somchair,3-Dec-04,Cadmium
514767,4.354,Somchair,3-Dec-04,Nickel
514768,2.8,Somchair,3-Dec-04,Biochemical Oxygen
514769,26.8,Somchair,3-Dec-04,Chemical Oxygen Demand (Cr)
514770,3.4,Somchair,3-Dec-04,Chemical Oxygen Demand (Mn)
515523,244,Busarakhan,3-Dec-04,Bicarbonates
515530,0.162,Busarakhan,3-Dec-04,Total phosphorus
515534,27.5,Busarakhan,3-Dec-04,Chlorides
515535,126,Busarakhan,3-Dec-04,Sulphates
515536,0.532,Busarakhan,3-Dec-04,Iron
515537,0.099,Busarakhan,3-Dec-04,Manganese
515538,0,Busarakhan,3-Dec-04,Zinc
515539,4.758,Busarakhan,3-Dec-04,Copper
515540,0.602,Busarakhan,3-Dec-04,Chromium
515541,8.192,Busarakhan,3-Dec-04,Lead
515542,0.05,Busarakhan,3-Dec-04,Cadmium
515543,5.975,Busarakhan,3-Dec-04,Nickel
515544,3.3,Busarakhan,3-Dec-04,Biochemical Oxygen
515545,28.5,Busarakhan,3-Dec-04,Chemical Oxygen Demand (Cr)
515546,5.1,Busarakhan,3-Dec-04,Chemical Oxygen Demand (Mn)
511846,207.4,Chai,5-Dec-04,Bicarbonates
511853,0.061,Chai,5-Dec-04,Total phosphorus
511857,27.5,Chai,5-Dec-04,Chlorides
511858,26.8,Chai,5-Dec-04,Sulphates
511859,0.626,Chai,5-Dec-04,Iron
511860,0.092,Chai,5-Dec-04,Manganese
511861,0,Chai,5-Dec-04,Zinc
511862,6.695,Chai,5-Dec-04,Copper
511863,1.178,Chai,5-Dec-04,Chromium
511864,15.72,Chai,5-Dec-04,Lead
511865,0.279,Chai,5-Dec-04,Cadmium
511866,4.021,Chai,5-Dec-04,Nickel
511867,3.2,Chai,5-Dec-04,Biochemical Oxygen
511868,36.2,Chai,5-Dec-04,Chemical Oxygen Demand (Cr)
511869,3.6,Chai,5-Dec-04,Chemical Oxygen Demand (Mn)
512983,195.2,Chai,5-Dec-04,Bicarbonates
512990,0.188,Chai,5-Dec-04,Total phosphorus
512994,34.4,Chai,5-Dec-04,Chlorides
512995,27.1,Chai,5-Dec-04,Sulphates
512996,0.962,Chai,5-Dec-04,Iron
512998,0.134,Chai,5-Dec-04,Manganese
512999,0.012,Chai,5-Dec-04,Manganese
513000,0,Chai,5-Dec-04,Zinc
513002,8.839,Chai,5-Dec-04,Copper
513004,1.374,Chai,5-Dec-04,Chromium
513006,6.003,Chai,5-Dec-04,Lead
513008,0.073,Chai,5-Dec-04,Cadmium
513010,1.339,Chai,5-Dec-04,Nickel
513012,2.9,Chai,5-Dec-04,Biochemical Oxygen
513013,38.5,Chai,5-Dec-04,Chemical Oxygen Demand (Cr)
513014,3.7,Chai,5-Dec-04,Chemical Oxygen Demand (Mn)
513985,195.2,Chai,5-Dec-04,Bicarbonates
513992,0.166,Chai,5-Dec-04,Total phosphorus
513996,27.5,Chai,5-Dec-04,Chlorides
513997,26.3,Chai,5-Dec-04,Sulphates
513998,0.606,Chai,5-Dec-04,Iron
513999,0.069,Chai,5-Dec-04,Manganese
514000,0,Chai,5-Dec-04,Zinc
514001,7.317,Chai,5-Dec-04,Copper
514002,1.119,Chai,5-Dec-04,Chromium
514003,1.234,Chai,5-Dec-04,Lead
514004,0.161,Chai,5-Dec-04,Cadmium
514005,3.896,Chai,5-Dec-04,Nickel
514006,1.9,Chai,5-Dec-04,Biochemical Oxygen
514007,38.7,Chai,5-Dec-04,Chemical Oxygen Demand (Cr)
514008,3.4,Chai,5-Dec-04,Chemical Oxygen Demand (Mn)
511872,1.279,Chai,9-Dec-04,Iron
511873,0.183,Chai,9-Dec-04,Manganese
511874,0,Chai,9-Dec-04,Zinc
511875,10.325,Chai,9-Dec-04,Copper
511876,2.373,Chai,9-Dec-04,Chromium
511877,11.27,Chai,9-Dec-04,Lead
511878,0.05,Chai,9-Dec-04,Cadmium
511879,7.189,Chai,9-Dec-04,Nickel
513017,2.645,Chai,9-Dec-04,Iron
513019,0.334,Chai,9-Dec-04,Manganese
513020,0.017,Chai,9-Dec-04,Manganese
513021,0,Chai,9-Dec-04,Zinc
513023,18.64,Chai,9-Dec-04,Copper
513025,3.385,Chai,9-Dec-04,Chromium
513027,9.091,Chai,9-Dec-04,Lead
513029,0.504,Chai,9-Dec-04,Cadmium
513031,13.12,Chai,9-Dec-04,Nickel
514011,1.032,Chai,9-Dec-04,Iron
514012,0.16,Chai,9-Dec-04,Manganese
514013,0,Chai,9-Dec-04,Zinc
514014,14.23,Chai,9-Dec-04,Copper
514015,1.303,Chai,9-Dec-04,Chromium
514016,2.435,Chai,9-Dec-04,Lead
514017,0.322,Chai,9-Dec-04,Cadmium
514018,6.443,Chai,9-Dec-04,Nickel
518901,183,Kannika,11-Dec-04,Bicarbonates
518908,0.202,Kannika,11-Dec-04,Total phosphorus
518912,27.5,Kannika,11-Dec-04,Chlorides
518913,31.3,Kannika,11-Dec-04,Sulphates
518914,0.954,Kannika,11-Dec-04,Iron
518915,0.142,Kannika,11-Dec-04,Manganese
518916,0,Kannika,11-Dec-04,Zinc
518917,6.501,Kannika,11-Dec-04,Copper
518918,1.391,Kannika,11-Dec-04,Chromium
518919,1.323,Kannika,11-Dec-04,Lead
518920,0.292,Kannika,11-Dec-04,Cadmium
518921,8.642,Kannika,11-Dec-04,Nickel
518922,1.3,Kannika,11-Dec-04,Biochemical Oxygen
518923,3.3,Kannika,11-Dec-04,Chemical Oxygen Demand (Mn)
519622,198.8,Kannika,11-Dec-04,Bicarbonates
519629,0.078,Kannika,11-Dec-04,Total phosphorus
519633,34.4,Kannika,11-Dec-04,Chlorides
519634,30.5,Kannika,11-Dec-04,Sulphates
519635,2.466,Kannika,11-Dec-04,Iron
519637,0.336,Kannika,11-Dec-04,Manganese
519638,0.017,Kannika,11-Dec-04,Manganese
519639,0,Kannika,11-Dec-04,Zinc
519641,7.354,Kannika,11-Dec-04,Copper
519643,2.525,Kannika,11-Dec-04,Chromium
519645,4.762,Kannika,11-Dec-04,Lead
519647,0.935,Kannika,11-Dec-04,Cadmium
519649,21.32,Kannika,11-Dec-04,Nickel
